### multi,format,version,tunes
ymxs,1,1

### tune,title,composer,writer,rate,frames,repeat
Circus Attractions #2,Mad Max,ym-to-ymxs,50,4,0

### rows,row,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13
0,163,2,238,14,238,14,12,56,15,0,0,0,0,
1,142,12,,,,,28,49,12,,,,,
2,251,4,,,,,12,,13,,,,,
3,89,2,,,,,,56,15,,,,,
